author,file_path,raw_filename,sha256_hash,pdf_title_raw,first_page_raw,normalized_title,canonical_title
Navneet Pratap Singh,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Navneet Pratap Singh\Utilization of Foeniculum vulgare in herbal.pdf,Utilization of Foeniculum vulgare in herbal.pdf,e76a1fbb041724abb3d27c2ad160f271b6878dfed5ef3b876d800a57cc9dc4dd,Microsoft Word - June25K1,,microsoft word - june25k1,microsoft word - june25k1
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\A Closer Look into DHCP Starvation.pdf,A Closer Look into DHCP Starvation.pdf,02d43fab6391e2272ff29c23a0df9812ef1ac9db2c358480d6cfce6a5cd8aa52,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/308983583","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/308983583 A Closer Look into DHCP Starvation Attack in Wireless Networks Article in Comput ers & Security · Oct ober 2016 DOI: 10.1016/ j.cose.2016.10.002 CITATIONS 28READS 6,347 2 author s, including: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Novel Applic ation Lay er Denial-of -Ser vice Attacks and their De tection View pr oject Nikhil T ripathi Indian Instit ute of T echnolog y Indor e 17 PUBLICA TIONS 284 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Nikhil T ripathi on 10 Mar ch 2018. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 308983583,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 308983583
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\An ICMP based Secondary Cache.pdf,An ICMP based Secondary Cache.pdf,339c1c061f1f851d6a8c66d390f5a20a64a36e7431753276bcae274612093499,hacking. ARP poisoning is used when a host is used to poison,"Abstract - Address Resolution Protocol (ARP) poisoning is one of the most basic technique employed in computer hacking. ARP poisoning is used when a host is used to poison ARP cache of another host in order to send packets to some other destination than the intended one. This paper presents a feasible technique to detect and prevent the ARP poisoning by removing the multiple entries for the same MAC address or IP address from the ARP table using a secondary cache. This secondary cache contains the entries according to Internet Control Message Protocol (ICMP) responses. Since this technique prevents multiple entries for same IP address or MAC address, it also mitigates IP exhaustion problem. The secondary cache is maintained at every host which makes this technique distributed in nature, thereby prevents it from single p oint failure. Experimental results are also provided to support the proposal. Keywords - Address Resolution Protocol, ARP Poisoning, IP Exhaustion, Man-in-the-Middle, ICMP, Network Security, Cyber Defense I. INTRODUCTION According to RFC826 [1], the Address Resolution Protocol (ARP) is used by computers to bind logical addresses (IP) to physical addresses (MAC). MAC address works at Data Link Layer of TCP/IP protocol stack. Within LAN, an IP address is translated to a MAC address for the purpose of communication. If IP-MAC binding for a particular host is not present in ARP cache, ARP is used to get and store this binding. ARP involves the exchange of two different types of messages, ARP Request and ARP Reply. ARP Request messages are sent to get the MAC address for a given IP address. ARP Reply messages are sent in response to the ARP request messages. After receiving reply messages, the hosts update their ARP cache with the IP-MAC binding. ARP is an unauthenticated and stateless protocol. It is unauthenticated in the sense that any illegitimate user can send fake ARP Reply messages by spoofing his/her real identity. It is stateless in the sense that anyone can send unsolicited ARP Reply messages even in the absence of corresponding ARP Request messages. ARP poisoning is generally performed to get Man-in- the-Middle (MITM) position. Once an attacker gets MITM position, s/he can launch other fatal attacks, e.g. DoS Attacks, fake DNS replies, etc. Also, s/he can eavesdrop the secure connections using MITM attacks in Hyper Text Transfer Protocol Secure (HTTPS) [2]. These problematic scenarios demonstrate the weaknesses in the ARP operations. As a result, there should be an efficient mitigation approach for the prevention of ARP poisoning which should be robust and compatible with the existing networks. Also, the approach should not give rise to other loopholes which can be exploited for other attacks. The rest of the paper is structured as follows: Section II discusses the background of ARP protocol and ARP poisoning. In Section III, we discussed the related work done for the mitigation of ARP poisoning attacks. We described our proposed solution in Section IV along with the algorithms and attack scenarios. Results of the experiment are shown in Section V. Finally, Section VI concludes the paper. II. B ACKGROUND A. Address Resolution Protocol In TCP/IP suite, ARP resides in the Data Link Layer while in the Open Systems Interconnection (OSI) model, it is often considered as residing between Data Link and Internet Layer. In the Internet Layer of TCP/IP stack, a host is identified by its 32-bit IP address. However, in Data Link Layer, an interface is identified by its 48-bit MAC address. All the packets flowing between different hosts have source address and the destination address. The source address is used to identify th e sender of the packet while the destination address is used to send the packet to the intended destination. Within LAN, the packets are sent using MAC address of the system which has the intended IP address. However, if the destination host belongs to another subnet, the packets are sent to the default gateway. In this case, the destination IP address is used to send the packet to the appropriate network and finally MAC address is used within that network to submit the message to destined host. To resolve the IP address into the MAC address, a host sends a broadcast ARP request. This request is received by every host within the subnet. However, according to the protocol, only the host with the intended IP address replies to the requesting host with its MAC address. All other hosts simply drop the request message because they do not possess the intended IP address. This IP-MAC binding is stored in a volatile cache memory which is known as ARP cache/table. This cache is updated at regular time intervals to avoid old and invalid An ICMP based Secondary Cache approach for the detection and prevention of ARP Poisoning Nikhil Tripathi1, 2, B. M. Mehtre2 1School of Computer and Information Sciences, Hyderabad Central Universit y, Hyderabad, India 2Center for Information Assurance and Management, Institute for Devel opment and Research in Banking Technology (Established by Reserve Bank of India), Hyderabad, India (nikhiltripathi684@gmail.com, bmmehtre@idrbt.ac.in)",hacking arp poisoning is used when a host is used to poison,hacking arp poisoning is used when a host is used to poison
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\An Ultra Low Power System Architecture.pdf,An Ultra Low Power System Architecture.pdf,f8565b086f4eb3d154a7da7840d3c586c42d38eac63fff1de9db3f86cb6d3bbb,"Mark Hempstead, Nikhil Tripathi, Patrick Mauro, Gu-Yeon Wei, David Brooks","An Ultra Low Power System Architecture for Sensor Network Applications Mark Hempstead, Nikhil Tripathi, Patrick Mauro, Gu-Yeon Wei, David Brooks Division of Engineering and Applied Sciences Harvard University {mhempste, nikhil, mauro, guyeon, dbrooks }@eecs.harvard.edu Abstract Recent years have seen a burgeoning interest in em- bedded wireless sensor networks with applications rang- ing from habitat monitoring to medical applications. Wire- less sensor networks have several important attributes that require special attention to device design. These include the need for inexpensive, long-lasting, highly reliable de- vices coupled with very low performance requirements. Ul- timately, the “holy grail” of this design space is a truly untethered device that operates off of energy scavenged fromtheambientenvironment.Inthispaper,wedescribean application-drivenapproachtothearchitecturaldesignand implementation of a wireless sensor device that recognizes theevent-drivennatureofmanysensor-networkworkloads. We have developed a full-system simulator for our sensor node design to verify and explore our architecture. Our simulation results suggest one to two orders of magnitude reduction in power dissipation over existing commodity- based systems for an important class of sensor network ap- plications. We are currently in the implementation stage of design, and plan to tape out the ﬁrst version of our system within the next year. 1. Introduction Wireless sensor networks are poised to transform the way society interacts with the physical world, driven by an explosion of systems research in sensor networks. Sen- sor networks have been proposed and deployed for a wide variety of applications such as habitat monitoring [13, 23], structural monitoring, and emergency medical response [7, 12]. While the application space seems limitless, it is actu- allylimitedbytheoperatinglifetimeofthebattery-operated wireless sensor nodes. Current deployments rely on com- mercially available wireless sensor network devices (e.g., Mica2 [4]). Such devices typically consist of a basic mi- crocontroller,aradio,andavarietyof(oftenMEMS-based) sensors. One of the main limitations of these platforms isthat they are built using commodity chips, which them- selves are not speciﬁcally designed for wireless sensor net- works.Asaresult,theysufferseveralinefﬁcienciesthatlead to high power consumption and limited operational life- times.Toaddressthislimitation,thispaperpresentsthede- sign and analysis of an ultra low power device speciﬁcally forsensornetworkapplications.Inthesesystems,theCPU, radio, and sensor devices are responsible for the majority of the total system power and we show that the general- purposenatureofcommoditymicrocontrollersresultsinin- efﬁcient power usage, presenting an opportunity to signiﬁ- cantly reduce its power. This paper outlines our design approach, which studies all levels of the system design from the applications down to the circuits and even the choice of process technology. This holistic approach enables us to uncover architectural and circuit-level design tradeoffs that guide design deci- sions in order to meet our low power goals and long life- timerequirements.Thepowertargetofthesystemarchitec- tureis100 µWfornormalworkloads.Wechosethispower levelwiththeultimateobjectiveofimplementingatrulyun- tethered device that can operate indeﬁnitely off of energy scavenged from the environment. The intermittent, event-driven nature of sensor network application workloads motivates several architectural de- sign features. We optimize the architecture for frequent, repetitive behavior that is characteristic of sensor network applications. These optimizations include hardware accel- eration and ofﬂoading immediate event handling from the general purpose computing component. Features such as event-driven computation improve performance (thus per- mittingaslowersystemclock)andreducepowerconsump- tionbyeliminatingunnecessaryoperatingsystemoverhead. In order to meet the long-lifetime demands of many wire- less sensor network deployments, our architecture enables ﬁne-grain power management to minimize extraneous dy- namic and static power consumption. Efforts to minimize idle (or leakage) power has led us to investigate tradeoffs between process technology generations. Given the rela- tively low performance requirements of the sensor nodes,",mark hempstead nikhil tripathi patrick mauro gu-yeon wei david brooks,mark hempstead nikhil tripathi patrick mauro gu-yeon wei david brooks
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Analysis of various ARP.pdf,Analysis of various ARP.pdf,1d9889ecf113e854b113e78809b5831fa1e5a5f810e6daeea6d9405a6dabeea2,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/270448251","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/270448251 Analysis of various ARP Poisoning mitigation techniques : A comparison Conf erence Paper · July 2014 DOI: 10.1109/IC CICCT.2014.6992942 CITATIONS 14READS 2,810 2 author s: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Novel Applic ation Lay er Denial-of -Ser vice Attacks and their De tection View pr oject Attack Gr aph R esearch View pr oject Nikhil T ripathi Indian Instit ute of T echnolog y Indor e 17 PUBLICA TIONS 284 CITATIONS SEE PROFILE Babu Mehtr e IDRB T - Instit ute for De velopment & R esearch in Banking T echnolog y 69 PUBLICA TIONS 2,432 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Nikhil T ripathi on 05 Januar y 2015. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 270448251,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 270448251
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\ApplicationLayerDoSSurvey.pdf,ApplicationLayerDoSSurvey.pdf,9ac0ac545168278efe1c2cd6fc83aa9c3405d7b68c9de3668fc1f0aa1333d704,Application Layer Denial-of-Service (DoS) Attacks and Defense Mechanisms: A Survey,,application layer denial-of-service (dos) attacks and defense mechanisms: a survey,application layer denial-of-service (dos) attacks and defense mechanisms: a survey
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Delays have Dangerous Ends.pdf,Delays have Dangerous Ends.pdf,a08d3ad46b9e297d8c23084207780251f466c31ef43b731ffd1c1a9119a64ec6,DoS attacks into the Wild and their Real-Time,"1 Delays have Dangerous Ends : Slow HTTP/2 DoS attacks into the Wild and their Real-Time Detection using Event Sequence Analysis Nikhil Tripathi, Member, IEEE Abstract —The robustness principle, written by Jon Postel in an early version of TCP implementation, states that the communicating entities should be liberal while accepting the data. Several entities on the Internet do follow this principle. For instance, in this work, we show that many popular web servers on the Internet are generous as they wait for a substantial time period to receive the remaining portion of an incomplete web request. Unfortunately, this behavior also makes them vulnerable to a class of cyber attacks, commonly known as Slow Rate DoS attacks. HTTP/2, the recent version of HTTP , is recently found vulnerable to these attacks. However, the impact of Slow HTTP/2 DoS attacks on real web servers on the Internet has not been studied yet. Also, to the best of our knowledge, there is no defense scheme known to detect Slow Rate DoS attacks against HTTP/2 in real-time. To bridge these gaps, we ﬁrst test the behavior of HTTP/2 supporting web servers on the Internet against Slow HTTP/2 DoS attacks. Subsequently, we propose a scheme to detect these attacks in real-time. We show that the proposed detection scheme can detect attacks in real-time with high accuracy and marginal computational overhead. Index Terms —HTTP/2, Slow Rate DoS attacks, Anomaly detection, DoS F 1 I NTRODUCTION APPLICATION layer Denial-of-Service (DoS) attacks are a newer class of DoS attacks that exploit vulnerabilities present in the application layer protocols such as HTTP , NTP , DHCP [1], [2], [3]. These attacks target speciﬁc services (e.g., web, mail, ﬁle transfer) running on a victim computer with a relatively slighter impact on the network resources [4], [5]. One famous example of application layer DoS at- tacks is the Slow Rate DoS attack. Slow Rate DoS attack requires sending multiple incomplete requests to the victim server to consume its connection queue space. Once this ﬁnite space is consumed, the server can not entertain further incoming requests. A few instances of Slow Rate DoS attacks have also been encountered in the past [6], [7]. HTTP/1.1 is one of the most studied protocols against Slow Rate DoS attacks [1], [7]. HTTP/2, the successor of HTTP/1.1, was launched in May 2015 [8], and our HTTP/2 usage measurement study (see Section 4) shows that approximately 71% of the websites serve web con- tent using HTTP/2. The operational differences between HTTP/1.1 and HTTP/2 make the Slow Rate DoS attacks against HTTP/1.1 [1] ineffective against HTTP/2. Likewise, the defense mechanisms known to counter Slow Rate DoS attacks against HTTP/1.1 are ineffective in detecting Slow Rate DoS attacks against HTTP/2. In one of our prior works [9], we performed the vulnerability assessment of HTTP/2, and proposed ﬁve new Slow Rate DoS attacks that are effective against it. However, we tested the attacks in a controlled lab setup only, and we did not observe the behavior of real HTTP/2 web servers against them. Thus, it it is essential to evaluate the effects of Slow HTTP/2 DoS N. Tripathi is with the Computer Science & Engineering Group at Indian Institute of Information Technology, Sri City, Chittoor, India 517646. E-mail: nikhil.t@iiits.inattacks on the real web servers deployed on the Internet. Taking motivation from it, in this work, we test the behavior of HTTP/2 supporting web servers on the Internet against Slow HTTP/2 DoS attacks, and showed that several popular web servers are vulnerable to them1. We also propose a detection mechanism in this work to proactively detect these attacks. We make the following speciﬁc contributions in this paper: We perform a comprehensive Internet-wide study by scanning the top 500K Alexa websites to ﬁnd how many of them support HTTP/2. Our study shows that approximately 71% of the top 500K websites support HTTP/2. We test the behavior of HTTP/2 supporting web servers on the Internet against different Slow HTTP/2 DoS attacks and show that several of them are vulnerable to the attacks. We propose an event sequence analysis-based detec- tion scheme to detect Slow HTTP/2 DoS attacks in real-time. We test the detection performance of the proposed scheme in a real network and show that it can detect attacks with very high accuracy and marginal computational overhead. The rest of the paper is organized as follows. We present the HTTP/2 overview and the literature review in Sections 2 and 3. In Sections 4 and 5, we then discuss our study to measure HTTP/2 usage on the Internet and the empirical evaluation of Slow HTTP/2 DoS attacks, respectively. In Section 6, we discuss the proposed detection scheme and 1. The empirical evaluation results are also presented in our recent preliminary work [10].arXiv:2203.16796v1 [cs.CR] 31 Mar 2022",dos attacks into the wild and their real-time,dos attacks into the wild and their real-time
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Detecting Stealth DHCP Starvation Attack.pdf,Detecting Stealth DHCP Starvation Attack.pdf,a0e782e1869091b21913d03db5be87fb28c4e2c8c36e2db7046acc3d7813054a,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/320558117","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/320558117 Detecting Stealth DHCP Starvation Attack using Machine Learning Approach Article in Journal of Comput er V irolog y and Hacking T echniques · August 2018 DOI: 10.1007/s11416-017-0310- x CITATIONS 22READS 7,327 2 author s, including: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Novel Applic ation Lay er Denial-of -Ser vice Attacks and their De tection View pr oject Nikhil T ripathi Indian Instit ute of T echnolog y Indor e 17 PUBLICA TIONS 284 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Nikhil T ripathi on 11 Januar y 2018. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 320558117,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 320558117
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\DNS Spoofing in Local Networks.pdf,DNS Spoofing in Local Networks.pdf,1dbdbc7543d9d3a1f1ff00859ec4888fab95839978a9a3a64ed91375c308b212,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/320558120","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/320558120 DNS Spooﬁng in Local Networks Made Easy Conf erence Paper · Oct ober 2017 DOI: 10.1109/ ANT S.2017.8384122 CITATIONS 12READS 6,093 3 author s, including: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Novel Applic ation Lay er Denial-of -Ser vice Attacks and their De tection View pr oject Nikhil T ripathi Indian Instit ute of T echnolog y Indor e 17 PUBLICA TIONS 284 CITATIONS SEE PROFILE May ank Sw arnk ar Indian Instit ute of T echnolog y (Banar as Hindu Univ ersity) V aranasi 19 PUBLICA TIONS 197 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Nikhil T ripathi on 11 Januar y 2018. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 320558120,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 320558120
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Energy Optimization in Android Applications.pdf,Energy Optimization in Android Applications.pdf,909499695be464006bf6ac33f4015ad82b301116cf93c1c44f5219e696362042,untitled,,untitled,untitled
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Mobility assisted localization for mission.pdf,Mobility assisted localization for mission.pdf,58910c72790f838dd017daa4f9a56650da9f07ba705e7610e3e51eb629196fbb,Mobility assisted localization for mission critical Wireless Sensor Network applications using hybrid area exploration approach,,mobility assisted localization for mission critical wireless sensor network applications using hybrid area exploration approach,mobility assisted localization for mission critical wireless sensor network applications using hybrid area exploration approach
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Mobility assisted localization.pdf,Mobility assisted localization.pdf,ae9e045fe9f436be760801355eb8c118b19065e4339f7cdadffb280eaa198b92,Mobility assisted localization for mission critical Wireless Sensor Network applications using hybrid area exploration approach,,mobility assisted localization for mission critical wireless sensor network applications using hybrid area exploration approach,mobility assisted localization for mission critical wireless sensor network applications using hybrid area exploration approach
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\MOTIVATING CHILD DEVELOPMENT.pdf,MOTIVATING CHILD DEVELOPMENT.pdf,baeac2b5f70d93a98eaf75e0067eafeeb4f5aa33c4669e10f1bab0b71aab1b1c,01-168 edited,,01-168 edited,01-168 edited
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Overview of a Compiler for Synthesizing.pdf,Overview of a Compiler for Synthesizing.pdf,9a1c196a0181625bc4f25f7a2ed73b61da0ff79a6f7ea0725e97d4633523e267,Microsoft Word - TVLSI-AccelFPGA.doc,,microsoft word - tvlsi-accelfpga doc,microsoft word - tvlsi-accelfpga doc
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Sequential Analysis Driven.pdf,Sequential Analysis Driven.pdf,2903fbb6cd895db91b2aa047b61054adbc4c67917715ca09d077997489fc4dee,untitled,,untitled,untitled
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Slow Rate Denial of Service Attacks.pdf,Slow Rate Denial of Service Attacks.pdf,ed83301d4bdcb192ed70add6eed016f6b67730e63dd424e5dc6a3df3e664a8d4,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/319900365","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/319900365 Slow Rate Denial of Service Attacks Against HTTP/2 and Detection Article in Comput ers & Security · Sept ember 2017 DOI: 10.1016/ j.cose.2017.09.009 CITATIONS 51READS 4,415 2 author s, including: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Novel Applic ation Lay er Denial-of -Ser vice Attacks and their De tection View pr oject Nikhil T ripathi Indian Instit ute of T echnolog y Indor e 17 PUBLICA TIONS 284 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Nikhil T ripathi on 11 Januar y 2018. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 319900365,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 319900365
Nikhil Tripathi,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nikhil Tripathi\Upgradation Of Biogas.pdf,Upgradation Of Biogas.pdf,33d834d809a82ee58ecc23a2fe6259c7c6565e6ae2a9e506e85f69d9ad737a24,International Journal of ChemTech Research,"International Journal of ChemTech Research CODEN( USA): IJCRGG ISSN : 0974 -4290 Vol.5, No. 2, pp886-890, April -June 2013 ICGSEE -2013[14th– 16th March 2013] International Conference on Global Scenario in Environment and Energy Upgradation Of Biogas Using Comb ined Method Of Alkaline Water Scrubbing And Adsoption Through Carbon Molecular Sieve Tarang Bansal1*, Nikhil Tripathi2, Gaurav Chawla2 1Department of Material Science and Metallurgical Engineering, MANIT Bhopal 2Department of Chemical En gineering, MANIT Bhopal ,India. *Corres.author: tarang.bansal1993@gmail.com Abstract: Over the past decade there is increasing demand of energy in rural, urban areas of Indi a. This has led to the depletion of natural resources like coal, wood and kerosene. These sources are inefficient and harmful to the environment. Thus there is an imminent need to replace them with clean, eco -friendly and efficient source of energy. Biogas is an inexhaustible energy source which is clean efficient and environmental friendly, but its efficiency needs to be improved. We have opted the water scrubbing technique along with use of adsorbent such as molecular sieve for the purification of biogas. Water (alkaline) scrubbing removes carbon di oxide, hydrogen sulphide more efficiently than normal water scrubbing and enhances the concentration of methane which promotes easy packing, carriage and storage of biogas thereby enhancing its utility as a fue l. Keywords: Biogas,Combined Method ,Alkaline Water Scrubbing , Adsoption Through Carbon Molecular Sieve, Introduction: The renewable sources of energy are on the verge of being depleted .The present use of fossil fuels is rapidly depleting the natural re serves of coal and natural gas . Theformation of fossil fuels naturally is however a very slow process which takes hundreds and thousands of years. Therefore, a lot of research is being going on to find renewable fuels nowadays to replace fossil fuels. Arenewable fuel keeps environmental balance and contribute to a lesser contribution to the greenhouse effect.The energy crisis in rural areas is increasing. Moreover, the energy demand is growingevery day and the oil prices are increasing every day . Due toabove facts there is need to look for decentralized energy options in rural areas7. Energy from Biomass is one of the most widely used options. With the advancement in new technologies there are various means to convert biomass into energy efficiently. Biogas consists mainly of methane and carbon dioxide and it can be utilized as a renewable energy as a substitute for natural gas. It is produced during anaerobic digestion of organic substrates, such as manure, sewage sludge, the organic wastes of household and industries, and agriculture .",international journal of chemtech research,international journal of chemtech research
Nishchal K. Verma,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nishchal K. Verma\A Novel Spatial Correlation Model for Wireless Sensor.pdf,A Novel Spatial Correlation Model for Wireless Sensor.pdf,acb9530f0a9eafdfee52e2802d166cca683e5f7d583c3c7dcfcda5dae3fce000,untitled,,untitled,untitled
Nishchal K. Verma,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nishchal K. Verma\Adaptive Type-2 Fuzzy Approach for Filtering Salt and Pepper.pdf,Adaptive Type-2 Fuzzy Approach for Filtering Salt and Pepper.pdf,f25269e550c04f643821d65facefa25d13bea4bbbe2bed81ddd4049c25286652,Adaptive Type-2 Fuzzy Approach for Filtering Salt and Pepper Noise in Grayscale Images,,adaptive type-2 fuzzy approach for filtering salt and pepper noise in grayscale images,adaptive type-2 fuzzy approach for filtering salt and pepper noise in grayscale images
Nishchal K. Verma,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nishchal K. Verma\An Optimized Fault Diagnosis Method.pdf,An Optimized Fault Diagnosis Method.pdf,7345ac67bb184ea3fd8f1f7d8040e9a84002a2d03ad3ac36db3a03ae9c0c5b65,An optimized fault diagnosis method for reciprocating air compressors based on SVM,,an optimized fault diagnosis method for reciprocating air compressors based on svm,an optimized fault diagnosis method for reciprocating air compressors based on svm
Nishchal K. Verma,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nishchal K. Verma\Arrhythmia classification using SVM with selected features.pdf,Arrhythmia classification using SVM with selected features.pdf,288c0f362ef463a559b1919a5d4def92326d93b9d677a2ec18b01ae44616ad30,Microsoft Word - ijest-ng-vol3-no8-pp122-131,,microsoft word - ijest-ng-vol3-no8-pp122-131,microsoft word - ijest-ng-vol3-no8-pp122-131
Nishchal K. Verma,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Nishchal K. Verma\Assessing operative natural and anthropogenic forcing factors from long-term.pdf,Assessing operative natural and anthropogenic forcing factors from long-term.pdf,f07cf72af93b7f974cb653c029278461d399ba359a56cf5c5f95ca89a0c952b4,Assessing operative natural and anthropogenic forcing factors from long-term climate time series of Uttarakhand (India) in the backdrop of recurring extreme rainfall events over northwest Himalaya,,assessing operative natural and anthropogenic forcing factors from long-term climate time series of uttarakhand (india) in the backdrop of recurring extreme rainfall events over northwest himalaya,assessing operative natural and anthropogenic forcing factors from long-term climate time series of uttarakhand (india) in the backdrop of recurring extreme rainfall events over northwest himalaya
