author,paper_title,paper_count
Optimized Threshold Function,self-optimal clustering technique using optimized threshold function,1
Huge Protein Sequence,a novel scalable apache spark based feature extraction approaches,1
Preeti Jha,a novel scalable apache spark based feature extraction approaches,1
Milind Ratnaparkhe,a novel scalable apache spark based feature extraction approaches,1
Om Prakash,a novel scalable apache spark based feature extraction approaches,1
Nilagiri Harshith,a novel scalable apache spark based feature extraction approaches,1
Mukkamalla Mounika,a novel scalable apache spark based feature extraction approaches,1
Neha Nagendra,a novel scalable apache spark based feature extraction approaches,1
Web Content Filtering,received may 20 2019 accepted june 10 2019 date of publication july 5 2019 date of current version august 6 2019,1
Shusen Yang,citation: cao yue yang shusen min geyong zhang xing song houbing kaiwartya,1
Geyong Min,citation: cao yue yang shusen min geyong zhang xing song houbing kaiwartya,1
Xing Zhang,citation: cao yue yang shusen min geyong zhang xing song houbing kaiwartya,1
Houbing Song,citation: cao yue yang shusen min geyong zhang xing song houbing kaiwartya,1
Dynamic Congestion Control Scheme,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 321940917,1
Mobile Edge Computing,citation: cao yue hong houbing kaiwartya omprakash zhou bingpeng zhuang,1
Electric Vehicle Charging,citation: cao yue hong houbing kaiwartya omprakash zhou bingpeng zhuang,1
Communications Magazine,citation: cao yue hong houbing kaiwartya omprakash zhou bingpeng zhuang,1
Muhammad Shafie Bin Abd,this is a peer-reviewed post-print (final draft post-refereeing) version of the following published,1
All Rights Reserved,this is a peer-reviewed post-print (final draft post-refereeing) version of the following published,2
All Rights Reserved,f: alldat 1 ajourn 1 volume 1 3,2
Fariha Afsana,toward a heterogeneous mist fog and cloud-based framework for the internet of healthcare things,1
Mufti Mahmud,toward a heterogeneous mist fog and cloud-based framework for the internet of healthcare things,1
Anne James-Taylor,toward a heterogeneous mist fog and cloud-based framework for the internet of healthcare things,1
Towards Video Streaming,ahmed aliyu1 abdul h abdullah1 omprakash kaiwartya2 yue cao2 jaime lloret3 nauman aslam2 usman,1
Mohammed Joda,ahmed aliyu1 abdul h abdullah1 omprakash kaiwartya2 yue cao2 jaime lloret3 nauman aslam2 usman,1
Universiti Teknologi Malaysia,ahmed aliyu1 abdul h abdullah1 omprakash kaiwartya2 yue cao2 jaime lloret3 nauman aslam2 usman,1
Johor Bahru,ahmed aliyu1 abdul h abdullah1 omprakash kaiwartya2 yue cao2 jaime lloret3 nauman aslam2 usman,1
Anima Pramanik,deeplearninginmulti-objectdetectionandtracking:stateoftheart,1
Niloy Ganguly,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 221022528,1
Uma Shankar,doi:10 1016 j patrec 2005 05 007,2
Uma Shankar,doi:10 1016 j patrec 2004 03 004,2
Protein Sequences,nitin gupta1 nitin mangal2 kamal tiwari and pabitra mitra,1
Miramar Street,nitin gupta1 nitin mangal2 kamal tiwari and pabitra mitra,1
La Jolla,nitin gupta1 nitin mangal2 kamal tiwari and pabitra mitra,1
San Diego,nitin gupta1 nitin mangal2 kamal tiwari and pabitra mitra,1
Front Matter,pattern recognition algorithms for data mining: scalability knowledge discovery and soft granular computing,1
Web Mining,web mining in soft computing framework: relevance state of the art and future directions - neural networks ieee transactions on,1
Future Directions,web mining in soft computing framework: relevance state of the art and future directions - neural networks ieee transactions on,1
Yet Another,for peer reviewyass:yetanothersu xstripper,1
Yet Another Su,for peer reviewyass:yetanothersu xstripper,1
Payal Khurana Batra,predicting pattern of coronavirus using x-ray and ct scan images,1
Detecting Insider Attacks,issn 0975-6469 volume 8 number 2 (2016) pp 187-197,1
Aruna Rao,issn 0975-6469 volume 8 number 2 (2016) pp 187-197,1
Rajiv Gandhi Nagar,issn 0975-6469 volume 8 number 2 (2016) pp 187-197,1
Nizampet Road,issn 0975-6469 volume 8 number 2 (2016) pp 187-197,1
Pinaki Chakraborty,doi:10 1016 j pnsc 2008 01 001,12
Pinaki Chakraborty,redalyc a compiler technology based approach to simulation of basic forms of automata ph d thesis may 2012,12
Pinaki Chakraborty,gesj: computer science and telecommunications 201 6 no 3(49),12
Pinaki Chakraborty,hbet 3493218 1 7,12
Pinaki Chakraborty,fifty years of automata simulation: a review,12
Pinaki Chakraborty,current science vol 108 no 12 25 june 2015 2186 e-mail: pinaki chakraborty 163 yahoo com fifty years of peephole optimization,12
Pinaki Chakraborty,adding quality of service extensions to the associativity based routing protocol for mobile ad hoc networks (manet),12
Pinaki Chakraborty,2021 copyright held by the author(s) published by aijr publisher in the proceedings of international conference on women researchers in,12
Pinaki Chakraborty,the design of a pedagogical operating system,12
Pinaki Chakraborty,tools and techniques for teaching computer programming: a review,12
Pinaki Chakraborty,use of information communication technology by medical educators amid covid-19 pandemic and beyond,12
Pinaki Chakraborty,microsoft word - paper,12
Line Drawings,gesj: computer science and telecommunications 201 6 no 3(49),1
Aashi Jain,gesj: computer science and telecommunications 201 6 no 3(49),1
Savita Yadav,hbet 3493218 1 7,1
Zheng Yan,hbet 3493218 1 7,1
An Augmented Reality,ieee paper template in a4 (v1),1
Human Behav,children s interaction with touchscreen devices: performance and validity of fitts law,1
La Plata,redalyc design and implementation considerations for a pedagogical object oriented operating system,1
Interactive Learning Environments,effect of different grouping arrangements on students achievement and experience in collaborative l,1
Enriching Word,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 357700408,1
Subject Speci,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 357700408,1
Anshika Arora,published online on february 8 2023 by mecs press (http: www mecs -press org ),3
Anshika Arora,2021 copyright held by the author(s) published by aijr publisher in the proceedings of international conference on women researchers in,3
Anshika Arora,role of emotion in excessive use of twitter during covid-19 imposed lockdown in india,3
Kanika Kanika,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 335254829,1
Soumya Mohapatra,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 335254829,1
Linking Classroom Studies,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 357700644,1
Ipshita Chatterjee,use of information communication technology by medical educators amid covid-19 pandemic and beyond,1
Enhance Classroom Teaching,microsoft word - paper,1
Yao Cui,article,1
Xuchen Dong,article,1
Hui Guan,article,1
Bahram Javidi,article,1
Dr. Neeraj,2022 book smartsystemsinnovationsincompu pdf,1
Combined Reinforcement Learning,498 csee journal of power and energy systems vol 5 no 4 december 2019,1
Mode Control Scheme,498 csee journal of power and energy systems vol 5 no 4 december 2019,1
Aurobinda Bag,498 csee journal of power and energy systems vol 5 no 4 december 2019,1
Bidyadhar Subudhi,498 csee journal of power and energy systems vol 5 no 4 december 2019,6
Bidyadhar Subudhi,untitled,6
Bidyadhar Subudhi,untitled,6
Bidyadhar Subudhi,nonlinear system identification using memetic differential evolution trained neural networks,6
Bidyadhar Subudhi,136 ieee caa journal of automatica sinica vol 7 no 1 january 2020,6
Bidyadhar Subudhi,ieee transactions on automation science and engineering vol 9 no 2 april 2012 237,6
Pravat Kumar Ray,498 csee journal of power and energy systems vol 5 no 4 december 2019,3
Pravat Kumar Ray,untitled,3
Pravat Kumar Ray,untitled,3
Shading Conditions,untitled,1
Satyajit Mohanty,untitled,1
Santanu Kumar Pradhan,136 ieee caa journal of automatica sinica vol 7 no 1 january 2020,2
Santanu Kumar Pradhan,ieee transactions on automation science and engineering vol 9 no 2 april 2012 237,2
Srikanth Munjuluri,towards faster spectrum sensing techniques in cognitive radio architectures,1
Rama Murthy Garimella,sumitkumar deeptisin ghal ramamurthygari mella,1
Mohammad Jalil,microsoft word - 2211ijasuc04,1
Mohammad Jalil Piran,microsoft word - 2211ijasuc04,2
Mohammad Jalil Piran,a novel routing algorithm for vehicular sensor networks,2
Rama Murthy,microsoft word - 2211ijasuc04,1
Praveen Babu,microsoft word - 2211ijasuc04,1
Priyanka Sharma,of levelling sectoring in wireless sensor networks,1
Garimella Rama Murthy,of levelling sectoring in wireless sensor networks,4
Garimella Rama Murthy,untitled,4
Garimella Rama Murthy,garimella rama murthy1 rhishi pratap singh2 samdarshi abhijeet3 and sachin chaudhary4,4
Garimella Rama Murthy,a novel routing algorithm for vehicular sensor networks,4
Chandan Pradhan,untitled,1
Rhishi Pratap Singh,garimella rama murthy1 rhishi pratap singh2 samdarshi abhijeet3 and sachin chaudhary4,1
Samdarshi Abhijeet,garimella rama murthy1 rhishi pratap singh2 samdarshi abhijeet3 and sachin chaudhary4,1
Sachin Chaudhary,garimella rama murthy1 rhishi pratap singh2 samdarshi abhijeet3 and sachin chaudhary4,1
Tata Jagannadha Swamy,optimal secure cluster head placement t hrough source coding techniques in,1
Garimella Ramamurthy,optimal secure cluster head placement t hrough source coding techniques in,3
Garimella Ramamurthy,deepti singhal saurabh barjatiya and garimella ramamurthy,3
Garimella Ramamurthy,ganesh yaparla sriteja allaparthi sai krishna munnangi garimella ramamurthy,3
Padmalaya Nayak,optimal secure cluster head placement t hrough source coding techniques in,1
From Theory,wirelesssensornetworksfrom theory to applications,1
El Emary,wirelesssensornetworksfrom theory to applications,1
Saurabh Barjatiya,deepti singhal saurabh barjatiya and garimella ramamurthy,1
Ketema Adere,ieee paper template in a4 (v1),1
Gemeda Adama,ieee paper template in a4 (v1),1
Simple Median,microsoft word - rc 0006 doc,1
Ganesh Yaparla,ganesh yaparla sriteja allaparthi sai krishna munnangi garimella ramamurthy,1
Sriteja Allaparthi,ganesh yaparla sriteja allaparthi sai krishna munnangi garimella ramamurthy,1
Sai Krishna Munnangi,ganesh yaparla sriteja allaparthi sai krishna munnangi garimella ramamurthy,1
Yaparla Ganesh,ganesh yaparla sriteja allaparthi sai krishna munnangi garimella ramamurthy,1
Distributed Source Coding,ijssst vol 10 no 1 16 issn: 1473 -804x online 1473 -8031 print,1
Baton Rouge,ijssst vol 10 no 1 16 issn: 1473 -804x online 1473 -8031 print,2
Baton Rouge,vasanth iyer s sitharama iyengar x84 n parameshx garmiela rama murthy,2
Distributed Computing,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 324947092,1
Ch. Ravi Kishore,performance evaluation of entorpy and gini using threaded and non-threaded id3 on anaemia dataset,1
Vasanth Iyer,vasanth iyer s sitharama iyengar x84 n parameshx garmiela rama murthy,2
Vasanth Iyer,vasanth iyer garimella ram murthy m b srinivas,2
Sitharama Iyengar,vasanth iyer s sitharama iyengar x84 n parameshx garmiela rama murthy,1
Garmiela Rama Murthy,vasanth iyer s sitharama iyengar x84 n parameshx garmiela rama murthy,1
Garimella Ram Murthy,vasanth iyer garimella ram murthy m b srinivas,1
Ramkrishan Maheshwari,analysis and modelling of circulating current in two parallel connected inverters,1
Ghanshyamsinh Gohil,analysis and modelling of circulating current in two parallel connected inverters,1
Lorand Bede,analysis and modelling of circulating current in two parallel connected inverters,1
Stig Munk,analysis and modelling of circulating current in two parallel connected inverters,1
MECS Publisher,template doc,1
Ramalingaswamy Cheruku,automatic disease diagnosis using optimised weightless neural networks for low power wearable devices,2
Ramalingaswamy Cheruku,j intell syst 2020 29(1): 475 484ramalingaswamy cheruku and damodar reddy edla,2
Damodar Reddy Edla,automatic disease diagnosis using optimised weightless neural networks for low power wearable devices,2
Damodar Reddy Edla,j intell syst 2020 29(1): 475 484ramalingaswamy cheruku and damodar reddy edla,2
Venkatanareshbabu Kuppili,automatic disease diagnosis using optimised weightless neural networks for low power wearable devices,1
Ramesh Dharavath,automatic disease diagnosis using optimised weightless neural networks for low power wearable devices,1
Nareshkumar Reddy Beechu,automatic disease diagnosis using optimised weightless neural networks for low power wearable devices,1
Challenges Inherent,untitled-1,1
ICT Express,available online at www sciencedirect com,1
Fred Drissen,ap-article edit2 pdf,1
Bat Optimized Classi,procedia computer science 115 (2017) 235 242,1
Ahsan Hussain,dynamic multi-layer ensemble classification framework for social venues using binary particle swarm optimization,1
An Emerging,csur5201-20,1
Andhra Pradhesh,csur5201-20,1
Liang Guo,untitled,2
Liang Guo,investigating e-business models value retention for start-ups the moderating role of venture capital investment intensity,2
Mont Saint Aignan,untitled,1
Ruchi Sharma,untitled,1
Lei Yin,untitled,1
Closed Source,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 312927841,1
Rudresh Dwivedia,rudresh dwivedia somnath deya mukul anand sharmaa apurv goela,1
Somnath Deya,rudresh dwivedia somnath deya mukul anand sharmaa apurv goela,1
Mukul Anand Sharmaa,rudresh dwivedia somnath deya mukul anand sharmaa apurv goela,1
Apurv Goela,rudresh dwivedia somnath deya mukul anand sharmaa apurv goela,1
Rudresh Dwivedi,date of publication xxxx 00 0000 date of current version xxxx 00 0000,8
Rudresh Dwivedi,a novel hybrid score level and decision level fusion scheme,8
Rudresh Dwivedi,a privacy-preserving cancelable iris template,8
Rudresh Dwivedi,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 284819268,8
Rudresh Dwivedi,and revocable fingerprint template generation,8
Rudresh Dwivedi,generating protected ngerprint template utilizing,8
Rudresh Dwivedi,2013 joshi et al licensee pubicon this is an open access article distributed under the terms,8
Rudresh Dwivedi,towards designing computer vision-based,8
Somnath Dey,date of publication xxxx 00 0000 date of current version xxxx 00 0000,5
Somnath Dey,a novel hybrid score level and decision level fusion scheme,5
Somnath Dey,a privacy-preserving cancelable iris template,5
Somnath Dey,and revocable fingerprint template generation,5
Somnath Dey,generating protected ngerprint template utilizing,5
Ramveer Singh,a privacy-preserving cancelable iris template,1
Aditya Prasad,a privacy-preserving cancelable iris template,1
Open Access,explainable ai (xai): core ideas techniques and solutions,3
Open Access,2013 joshi et al licensee pubicon this is an open access article distributed under the terms,3
Open Access,dynamic watermark injection in nosql databases,3
Alexey Semenkov,generation of an eds key based on a graphic image of a subject s face using the rc4 algorithm,1
Yakov Usoltsev,generation of an eds key based on a graphic image of a subject s face using the rc4 algorithm,1
Anton Konev,generation of an eds key based on a graphic image of a subject s face using the rc4 algorithm,1
Evgeny Kostuchenko,generation of an eds key based on a graphic image of a subject s face using the rc4 algorithm,1
Chintan Patel,1,1
Nishant Doshi,1,1
Open Access Publication,2013 joshi et al licensee pubicon this is an open access article distributed under the terms,1
Devam Dave,towards designing computer vision-based,1
Het Naik,towards designing computer vision-based,1
Pankesh Patel,towards designing computer vision-based,1
Imad Rida,a comprehensive overview of feature representation for biometric recognition,1
Rajib Sarkar,a real-time model for multiple human face tracking from low-resolution surveillance videos,2
Rajib Sarkar,microsoft word - camera ready pid -223 doc,2
Challenging Scenarios,an evaluation of background subtraction for object detection vis-a-vis mitigating challenging scenarios,1
Neuromorphic Person Re,a neuromorphic person re-identification framework for video surveillance,1
Sambit Bakshi,bare conf dvi,3
Sambit Bakshi,real-time iris segmentation based on image morphology,3
Sambit Bakshi,microsoft word - camera ready pid -223 doc,3
Rahul Raman,bare conf dvi,1
Sparse Representations,palmprint identification using an ensemble of sparse representations,1
Hunny Mehrotra,real-time iris segmentation based on image morphology,1
Banshidhar Majhi,real-time iris segmentation based on image morphology,1
Sanatan Sukhija,label space driven heterogeneous transfer learning with web induced alignment,7
Sanatan Sukhija,supervised heterogeneous domain adaptation via random forests,7
Sanatan Sukhija,cost effective influence maximisation,7
Sanatan Sukhija,sanatan sukhija z srenivas varadarajany narayanan c krishnan x sujit rai,7
Sanatan Sukhija,web-induced heterogeneous transfer learning with,7
Sanatan Sukhija,intertwining of communities core and periphery in complex networks,7
Sanatan Sukhija,leveraging network similarity measures for recommendation systems,7
Somyadeep Shrivastava,cost effective influence maximisation,1
Dheeraj Chaudhary,cost effective influence maximisation,1
Yayati Gupta,cost effective influence maximisation,4
Yayati Gupta,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 286151961,4
Yayati Gupta,intertwining of communities core and periphery in complex networks,4
Yayati Gupta,leveraging network similarity measures for recommendation systems,4
Srenivas Varadarajan,sanatan sukhija z srenivas varadarajany narayanan c krishnan x sujit rai,1
Sujit Rai,sanatan sukhija z srenivas varadarajany narayanan c krishnan x sujit rai,1
An Ef,15ctn-7561-ascs2018 dvi,1
Shikha Gupta,untitled,1
Hybrid Mobile Learning,469910 print indd,1
Book Chapter,469910 print indd,1
Impact Factor,microsoft word - format-preserving-encryption-technique-to-strengthen-data-warehouse-security,1
Format Preserving En,microsoft word - format-preserving-encryption-technique-to-strengthen-data-warehouse-security,1
Sowmini Devi Veeramachaneni,a hinge-loss based codebook transfer for cross-domain recommendation,2
Sowmini Devi Veeramachaneni,transfer of codebook latent factors for cross-domain recommendation with,2
Vikas Kumar,a hinge-loss based codebook transfer for cross-domain recommendation,2
Vikas Kumar,transfer of codebook latent factors for cross-domain recommendation with,2
Venkata Suresh Vulusala,storage in electrical power and energy systems: a review,1
Sreedhar Madichetty,storage in electrical power and energy systems: a review,5
Sreedhar Madichetty,battery super capacitor hybrid system for electrical vehicle transportation s systems an energy integrated approach,5
Sreedhar Madichetty,csee journal of power and energy systems vol 5 no 1 march 2019 111,5
Sreedhar Madichetty,development of a smart energy community by coupling neighbouring community microgrids for enhanced power sharing using customised droop control,5
Sreedhar Madichetty,microsoft word - 057-075 cjee-2021-0036,5
Aalborg Universitet,untitled,1
Control Scheme,untitled,1
Madan Mohan Rayguru,battery super capacitor hybrid system for electrical vehicle transportation s systems an energy integrated approach,1
Sukumar Mishra,battery super capacitor hybrid system for electrical vehicle transportation s systems an energy integrated approach,3
Sukumar Mishra,csee journal of power and energy systems vol 5 no 1 march 2019 111,3
Sukumar Mishra,microsoft word - 057-075 cjee-2021-0036,3
Madichetty Sreedhar,new harmonic mitigation scheme for modular multilevel converter an experimental approach,1
Abhijit Dasgupta,new harmonic mitigation scheme for modular multilevel converter an experimental approach,1
Sambeet Mishra,new harmonic mitigation scheme for modular multilevel converter an experimental approach,1
Deepak Pullaguram,csee journal of power and energy systems vol 5 no 1 march 2019 111,1
Sandipan Patra,development of a smart energy community by coupling neighbouring community microgrids for enhanced power sharing using customised droop control,1
Malabika Basu,development of a smart energy community by coupling neighbouring community microgrids for enhanced power sharing using customised droop control,1
Avram John Neroth,microsoft word - 057-075 cjee-2021-0036,1
Seba Susan,a fuzzy nearest neighbor classifier for speaker identification,1
Davide Taibi,comparing requirements decomposition within the scrum scrum with kanban xp and banana development processes,1
Adopting Test Automation,adopting test automation on agile development projects:,1
Sulabh Tyagi,adopting test automation on agile development projects:,3
Sulabh Tyagi,issn 0973-6077 volume 12 number 6 (2017) pp 1167-11 89,3
Sulabh Tyagi,17-ie10622 0242 vp,3
Bharti Suri,adopting test automation on agile development projects:,2
Bharti Suri,17-ie10622 0242 vp,2
Guru Gobind Singh Indraprastha,adopting test automation on agile development projects:,2
Guru Gobind Singh Indraprastha,17-ie10622 0242 vp,2
Niharika Pandey,issn 0973-6077 volume 12 number 6 (2017) pp 1167-11 89,1
Manoj Singh,issn 0973-6077 volume 12 number 6 (2017) pp 1167-11 89,1
Reusable Hybrid Test Automation,17-ie10622 0242 vp,1
Bimlesh Wadhwa,17-ie10622 0242 vp,1
Shanuj Shekhar,17-ie10622 0242 vp,1
Mohammed Khaliq,covid is war and vaccine is weapon covid-19 metaphors in india,1
Rohan Joseph,covid is war and vaccine is weapon covid-19 metaphors in india,1
Sushma Hans,a novel evaluation scheme using formal concept analysis,4
Sushma Hans,a skill based pairing scheme for effective,4
Sushma Hans,aco -driven personalized e -learning with perspectives,4
Sushma Hans,sushma hans et al : an adaptive aco-driven scheme for learning aim oriented personalized e-learning,4
Pairing Scheme,a skill based pairing scheme for effective,1
Netaji Subhas,a skill based pairing scheme for effective,1
Learning Aims,aco -driven personalized e -learning with perspectives,1
Learning Aim,aco -driven personalized e -learning with perspectives,1
Ram Gopal Raj,microsoft word - article2 a genetic algorithm for solving fuzzy shortest path (1) docx,1
Pradip Kundu,arxiv:2011 03200v1 math oc 6 nov 2020a multi-objective multi-item solid transportation,2
Pradip Kundu,a solid transportation model with product blending and parameters as rough variables,2
Samarjit Kar,arxiv:2011 03200v1 math oc 6 nov 2020a multi-objective multi-item solid transportation,2
Samarjit Kar,30 p melin f olivas o castillo f valdez j soria,2
Provas Kumar Roy,grey wolf optimization applied to economic load dispatch problems,1
Sujit Das,30 p melin f olivas o castillo f valdez j soria,2
Sujit Das,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 265596279,2
Fuzzy Controllers,sogarg: a self-organized genetic algorithm-based rule generation scheme for fuzzy controllers - evolutionary computation ieee transactions on,1
Arindam Dey,aisc 327 - the fuzzy robust graph coloring problem,1
Rangaballav Pradhan,aisc 327 - the fuzzy robust graph coloring problem,1
Hui MA,may 2020 vol 63 150212:1 150212: 15,1
Hongyi LI,may 2020 vol 63 150212:1 150212: 15,1
Renquan LU,may 2020 vol 63 150212:1 150212: 15,1
Tingwen HUANG,may 2020 vol 63 150212:1 150212: 15,1
Liping Chen,contents lists available at sciencedirect,1
Hao Yin,contents lists available at sciencedirect,1
Tingwen Huang,contents lists available at sciencedirect,5
Tingwen Huang,bare jrnl cjl dvi,5
Tingwen Huang,exponential adaptive lag synchronization of memristive,5
Tingwen Huang,untitled,5
Tingwen Huang,arxiv:1311 6107v3 cs sy 11 may 2014ieee transactions on cybernetics vol 99 no pp in press 2014 1,5
Liguo Yuan,contents lists available at sciencedirect,1
Song Zheng,contents lists available at sciencedirect,1
Lisheng Yin,contents lists available at sciencedirect,1
Chaojie Li,bare jrnl cjl dvi,1
Xinghuo Yu,bare jrnl cjl dvi,1
Wenwu Yu,bare jrnl cjl dvi,1
Zhi-Wei Liu,bare jrnl cjl dvi,1
Pseudorandom Number Generators,exponential adaptive lag synchronization of memristive,1
Shiping Wen,exponential adaptive lag synchronization of memristive,2
Shiping Wen,untitled,2
Zhigang Zeng,exponential adaptive lag synchronization of memristive,2
Zhigang Zeng,untitled,2
Yide Zhang,exponential adaptive lag synchronization of memristive,1
Qinggang Meng,untitled,1
Wei Yao,untitled,1
Biao Luo,arxiv:1311 6107v3 cs sy 11 may 2014ieee transactions on cybernetics vol 99 no pp in press 2014 1,1
Huai-Ning Wu,arxiv:1311 6107v3 cs sy 11 may 2014ieee transactions on cybernetics vol 99 no pp in press 2014 1,1
Impulse Effects,untitled,1
Wei Zhang,untitled,1
Udit Satija,udit satija barathram ramkumar and m sabarimalai manikandan,6
Udit Satija,project report submitted in partial fulfillment of the requirement for the degree of,6
Udit Satija,compressed sensing based blind spectrum sensing,6
Udit Satija,digital modulation classi cation under,6
Udit Satija,udit satija m s manikandan and barathram ramkumar,6
Udit Satija,sparse representation for blind spectrum,6
Sabarimalai Manikandan,udit satija barathram ramkumar and m sabarimalai manikandan,1
Ajay Babu,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 295860219,1
Venkatesh Gunda,project report submitted in partial fulfillment of the requirement for the degree of,1
Felisha Manos,project report submitted in partial fulfillment of the requirement for the degree of,1
Compressed Sensing,compressed sensing based blind spectrum sensing,1
Blind Spectrum Sensing,compressed sensing based blind spectrum sensing,1
Parthapratim De,compressed sensing based blind spectrum sensing,2
Parthapratim De,sparse representation for blind spectrum,2
Barathram Ramkumar,digital modulation classi cation under,2
Barathram Ramkumar,udit satija m s manikandan and barathram ramkumar,2
Financial Time Series Forecasting,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 289531157,1
Forecasting Seasonal Time Series,flann spin-15 (1) pdf,1
Functional Link Arti,flann spin-15 (1) pdf,1
Stable Noise,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 289531007,1
Maximum Likelihood Classi,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 289531007,1
Blind Spectrum,sparse representation for blind spectrum,1
Inf Process Syst,j inf process syst vol 9 no 4 pp 633 -650 december 2013,1
Kancherla Jonah Nishanth,j inf process syst vol 9 no 4 pp 633 -650 december 2013,1
Vadlamani Ravi,j inf process syst vol 9 no 4 pp 633 -650 december 2013,5
Vadlamani Ravi,proceedings template - word,5
Vadlamani Ravi,microsoft word - rohit et al-cudasom-neucom-apri 11-2019,5
Vadlamani Ravi,amit kumar banerjeea vadlamani ravib n u s n murtya anirudh p shanbhaga,5
Vadlamani Ravi,the next wave of crm innovation: implications for research teaching and practice,5
Rahul Ghosh,paper title (use style: paper title),1
Ravi Nandi,research journal of agricultural sciences,1
Markus Richter,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 321282806,1
Raghava Rao,detection of financial statement fraud and feature selection using data mining techniques,1
Hong Kong,detection of financial statement fraud and feature selection using data mining techniques,1
Pokfulam Road,detection of financial statement fraud and feature selection using data mining techniques,1
Lakshmi Prasanna,amit kumar banerjeea vadlamani ravib n u s n murtya anirudh p shanbhaga,1
Dudyala Anil Kumar,4 int j data analysis techniques and strategies vol 1 no 1 2008,1
The Internet,f: alldat 1 ajourn 1 volume 1 3,1
Kumar Ravi,paper title (use style: paper title),1
Sachithra Lokuge,the next wave of crm innovation: implications for research teaching and practice,1
Darshana Sedera,the next wave of crm innovation: implications for research teaching and practice,1
Thilini Ariyachandra,the next wave of crm innovation: implications for research teaching and practice,1
Saj Kumar,the next wave of crm innovation: implications for research teaching and practice,1
Vaishali Soni,security vs flexibility: striking a balance in the pandemic era,1
Deepika Kukreja,security vs flexibility: striking a balance in the pandemic era,1
Venkata Dilip Kumar Pasupuleti,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 270889909,2
Venkata Dilip Kumar Pasupuleti,structural dynamics virtual laboratory: a learning tool kit for,2
Stayed Bridges,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 338538128,1
Different Types,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 338538128,1
Pylon Shapes,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 338538128,1
Dipankar Deb,untitled-8,1
Rajeeb Dey,untitled-8,1
Janusz Kacprzyk,untitled-8,1
Abhinav Kolla,health assessment and modal analysis of historical masonry arch bridge,1
Abhishake Munipala,structural dynamics virtual laboratory: a learning tool kit for,1
Pradeep Kumar Ramancharla,structural dynamics virtual laboratory: a learning tool kit for,1
Narasimha Reddy Vundekode,a study on vision based method for damage detection in structures,1
Girish Nath Jha,generative graph grammar of neo vaiseik,1
Rajesh Tavva,1 2center for exact humanities international institute of information technology hyderabad telangana india,1
Navjyoti Singh,1 2center for exact humanities international institute of information technology hyderabad telangana india,1
Vidhi Khanduja,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 300449595,11
Vidhi Khanduja,paper title (use style: paper title),11
Vidhi Khanduja,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 260737374,11
Vidhi Khanduja,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 321433896,11
Vidhi Khanduja,dynamic watermark injection in nosql databases,11
Vidhi Khanduja,ijsrd - international journal for scientific research development vol 5 issue 10 2017 issn (online): 2321- 0613,11
Vidhi Khanduja,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 323496738,11
Vidhi Khanduja,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 283314196,11
Vidhi Khanduja,2019 ijrar june 2019 volu me 6 issue 2 www ijrar org ( e-issn 2348 -1269 p - issn 2349 -5138 ),11
Vidhi Khanduja,microsoft word - 4-iccm2018-70 multifunction hud,11
Vidhi Khanduja,ownership and tamper detection of relational data: framework techniques and security analysis,11
Om Prakash Verma,paper title (use style: paper title),1
Rakshita Tandon,paper title (use style: paper title),1
Sahil Goel,paper title (use style: paper title),1
Cyber Crime,ijsrd - international journal for scientific research development vol 5 issue 10 2017 issn (online): 2321- 0613,1
Bhavana Shah,2019 ijrar june 2019 volu me 6 issue 2 www ijrar org ( e-issn 2348 -1269 p - issn 2349 -5138 ),1
Rohan Ratwani,microsoft word - 4-iccm2018-70 multifunction hud,1
